Unique Id,indicator_id,geo_type_id,measurement_type_id,internal_id,subtopic_id,name,Measure,geo_type_name,description,geo_entity_id,geo_entity_name,year_description,data_value_heart,geo_entity_id,geo_entity_name,year_description,data_value_NO,geo_entity_id,geo_entity_name,year_description,data_value_PM
127527,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),205,Sunset Park,2011,15.4,205,Sunset Park,Annual Average 2011,23.86,205,Sunset Park,Annual Average 2011,10.84
127529,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),206,Borough Park,2011,14.1,206,Borough Park,Annual Average 2011,23.32,206,Borough Park,Annual Average 2011,10.07
127531,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2011,12.2,207,East Flatbush - Flatbush,Annual Average 2011,23.56,207,East Flatbush - Flatbush,Annual Average 2011,10.15
127533,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2011,12.3,208,Canarsie - Flatlands,Annual Average 2011,19.21,208,Canarsie - Flatlands,Annual Average 2011,9.55
127535,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2011,14,209,Bensonhurst - Bay Ridge,Annual Average 2011,21.62,209,Bensonhurst - Bay Ridge,Annual Average 2011,9.78
127537,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2011,15.6,210,Coney Island - Sheepshead Bay,Annual Average 2011,18.98,210,Coney Island - Sheepshead Bay,Annual Average 2011,9.44
127539,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2011,23.1,211,Williamsburg - Bushwick,Annual Average 2011,25.75,211,Williamsburg - Bushwick,Annual Average 2011,10.88
127541,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),301,Washington Heights,2011,11.5,301,Washington Heights,Annual Average 2011,25.56,301,Washington Heights,Annual Average 2011,11.12
127543,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2011,13.8,302,Central Harlem - Morningside Heights,Annual Average 2011,28.23,302,Central Harlem - Morningside Heights,Annual Average 2011,11.13
127545,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),303,East Harlem,2011,19.4,303,East Harlem,Annual Average 2011,27.65,303,East Harlem,Annual Average 2011,11.12
127547,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),304,Upper West Side,2011,7.8,304,Upper West Side,Annual Average 2011,29.3,304,Upper West Side,Annual Average 2011,11.49
127549,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),305,Upper East Side,2011,5.4,305,Upper East Side,Annual Average 2011,31.52,305,Upper East Side,Annual Average 2011,12.1
127551,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2011,8.1,306,Chelsea - Clinton,Annual Average 2011,36.33,306,Chelsea - Clinton,Annual Average 2011,13.27
127553,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2011,5.7,307,Gramercy Park - Murray Hill,Annual Average 2011,39.18,307,Gramercy Park - Murray Hill,Annual Average 2011,13.93
127555,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2011,4.3,308,Greenwich Village - SoHo,Annual Average 2011,32.25,308,Greenwich Village - SoHo,Annual Average 2011,12.04
127557,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2011,7.5,309,Union Square - Lower East Side,Annual Average 2011,30.45,309,Union Square - Lower East Side,Annual Average 2011,11.44
127559,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2011,6.2,310,Lower Manhattan,Annual Average 2011,33.5,310,Lower Manhattan,Annual Average 2011,12.28
127561,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2011,11.6,401,Long Island City - Astoria,Annual Average 2011,25.24,401,Long Island City - Astoria,Annual Average 2011,11.02
127563,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),402,West Queens,2011,11.9,402,West Queens,Annual Average 2011,24.96,402,West Queens,Annual Average 2011,10.6
127565,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2011,9.3,403,Flushing - Clearview,Annual Average 2011,21.94,403,Flushing - Clearview,Annual Average 2011,10.05
127567,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2011,5.1,404,Bayside - Little Neck,Annual Average 2011,19.48,404,Bayside - Little Neck,Annual Average 2011,9.71
127569,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2011,13.2,405,Ridgewood - Forest Hills,Annual Average 2011,23.26,405,Ridgewood - Forest Hills,Annual Average 2011,9.95
127571,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2011,12.4,406,Fresh Meadows,Annual Average 2011,22.1,406,Fresh Meadows,Annual Average 2011,9.74
127573,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2011,22.2,407,Southwest Queens,Annual Average 2011,22.21,407,Southwest Queens,Annual Average 2011,9.43
127575,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),408,Jamaica,2011,20.6,408,Jamaica,Annual Average 2011,21.54,408,Jamaica,Annual Average 2011,9.57
127577,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2011,12.4,409,Southeast Queens,Annual Average 2011,19.29,409,Southeast Queens,Annual Average 2011,9.17
127579,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),410,Rockaways,2011,18.4,410,Rockaways,Annual Average 2011,14.27,410,Rockaways,Annual Average 2011,8.44
127581,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),501,Port Richmond,2011,14.5,501,Port Richmond,Annual Average 2011,21.12,501,Port Richmond,Annual Average 2011,9.73
127583,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2011,14.6,502,Stapleton - St. George,Annual Average 2011,18.29,502,Stapleton - St. George,Annual Average 2011,9.36
127585,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),503,Willowbrook,2011,11.9,503,Willowbrook,Annual Average 2011,17.17,503,Willowbrook,Annual Average 2011,9.63
127587,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2011,13.8,504,South Beach - Tottenville,Annual Average 2011,13.5,504,South Beach - Tottenville,Annual Average 2011,9.29
189027,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),101,Kingsbridge - Riverdale,2012,10.6,101,Kingsbridge - Riverdale,Annual Average 2012,19.05,101,Kingsbridge - Riverdale,Annual Average 2012,9.27
189029,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),102,Northeast Bronx,2012,14.4,102,Northeast Bronx,Annual Average 2012,20.02,102,Northeast Bronx,Annual Average 2012,9.11
189031,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),103,Fordham - Bronx Pk,2012,14.3,103,Fordham - Bronx Pk,Annual Average 2012,21.01,103,Fordham - Bronx Pk,Annual Average 2012,9.47
189033,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),104,Pelham - Throgs Neck,2012,17.2,104,Pelham - Throgs Neck,Annual Average 2012,19.94,104,Pelham - Throgs Neck,Annual Average 2012,9.23
189035,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),105,Crotona -Tremont,2012,17.3,105,Crotona -Tremont,Annual Average 2012,23.42,105,Crotona -Tremont,Annual Average 2012,10.22
189037,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),106,High Bridge - Morrisania,2012,17.6,106,High Bridge - Morrisania,Annual Average 2012,24.23,106,High Bridge - Morrisania,Annual Average 2012,10.26
189039,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),107,Hunts Point - Mott Haven,2012,27,107,Hunts Point - Mott Haven,Annual Average 2012,22.27,107,Hunts Point - Mott Haven,Annual Average 2012,10.02
189041,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),201,Greenpoint,2012,18.2,201,Greenpoint,Annual Average 2012,23.63,201,Greenpoint,Annual Average 2012,10.27
189043,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),202,Downtown - Heights - Slope,2012,15.2,202,Downtown - Heights - Slope,Annual Average 2012,23.98,202,Downtown - Heights - Slope,Annual Average 2012,9.9
189045,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),203,Bedford Stuyvesant - Crown Heights,2012,18.6,203,Bedford Stuyvesant - Crown Heights,Annual Average 2012,22.88,203,Bedford Stuyvesant - Crown Heights,Annual Average 2012,9.13
189047,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),204,East New York,2012,22.7,204,East New York,Annual Average 2012,20.67,204,East New York,Annual Average 2012,8.94
189049,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),205,Sunset Park,2012,10.6,205,Sunset Park,Annual Average 2012,21.09,205,Sunset Park,Annual Average 2012,9.59
189051,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),206,Borough Park,2012,13.9,206,Borough Park,Annual Average 2012,20.87,206,Borough Park,Annual Average 2012,8.89
189053,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),207,East Flatbush - Flatbush,2012,10,207,East Flatbush - Flatbush,Annual Average 2012,21.16,207,East Flatbush - Flatbush,Annual Average 2012,8.98
189055,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),208,Canarsie - Flatlands,2012,13,208,Canarsie - Flatlands,Annual Average 2012,17.22,208,Canarsie - Flatlands,Annual Average 2012,8.37
189057,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),209,Bensonhurst - Bay Ridge,2012,12.5,209,Bensonhurst - Bay Ridge,Annual Average 2012,19.27,209,Bensonhurst - Bay Ridge,Annual Average 2012,8.6
189059,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),210,Coney Island - Sheepshead Bay,2012,13.1,210,Coney Island - Sheepshead Bay,Annual Average 2012,17.21,210,Coney Island - Sheepshead Bay,Annual Average 2012,8.3
189061,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),211,Williamsburg - Bushwick,2012,23,211,Williamsburg - Bushwick,Annual Average 2012,23.43,211,Williamsburg - Bushwick,Annual Average 2012,9.7
189063,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),301,Washington Heights,2012,12,301,Washington Heights,Annual Average 2012,23.15,301,Washington Heights,Annual Average 2012,9.89
189065,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),302,Central Harlem - Morningside Heights,2012,15.4,302,Central Harlem - Morningside Heights,Annual Average 2012,25.76,302,Central Harlem - Morningside Heights,Annual Average 2012,9.99
189067,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),303,East Harlem,2012,21.4,303,East Harlem,Annual Average 2012,25.32,303,East Harlem,Annual Average 2012,9.98
189069,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),304,Upper West Side,2012,6.2,304,Upper West Side,Annual Average 2012,27.08,304,Upper West Side,Annual Average 2012,10.46
189071,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),305,Upper East Side,2012,6.4,305,Upper East Side,Annual Average 2012,29.5,305,Upper East Side,Annual Average 2012,11.19
189073,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),306,Chelsea - Clinton,2012,8.8,306,Chelsea - Clinton,Annual Average 2012,34.33,306,Chelsea - Clinton,Annual Average 2012,12.42
189075,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),307,Gramercy Park - Murray Hill,2012,6,307,Gramercy Park - Murray Hill,Annual Average 2012,37.29,307,Gramercy Park - Murray Hill,Annual Average 2012,13.23
189077,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),308,Greenwich Village - SoHo,2012,8.4,308,Greenwich Village - SoHo,Annual Average 2012,29.98,308,Greenwich Village - SoHo,Annual Average 2012,10.99
189079,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),309,Union Square - Lower East Side,2012,8.7,309,Union Square - Lower East Side,Annual Average 2012,28.23,309,Union Square - Lower East Side,Annual Average 2012,10.35
189081,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),310,Lower Manhattan,2012,13.5,310,Lower Manhattan,Annual Average 2012,31.07,310,Lower Manhattan,Annual Average 2012,11.32
189083,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),401,Long Island City - Astoria,2012,14.4,401,Long Island City - Astoria,Annual Average 2012,23.14,401,Long Island City - Astoria,Annual Average 2012,9.84
189085,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),402,West Queens,2012,10.7,402,West Queens,Annual Average 2012,22.78,402,West Queens,Annual Average 2012,9.46
189087,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),403,Flushing - Clearview,2012,9.3,403,Flushing - Clearview,Annual Average 2012,19.83,403,Flushing - Clearview,Annual Average 2012,8.9
189089,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),404,Bayside - Little Neck,2012,7.9,404,Bayside - Little Neck,Annual Average 2012,17.46,404,Bayside - Little Neck,Annual Average 2012,8.55
189091,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),405,Ridgewood - Forest Hills,2012,12.6,405,Ridgewood - Forest Hills,Annual Average 2012,20.99,405,Ridgewood - Forest Hills,Annual Average 2012,8.83
189093,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),406,Fresh Meadows,2012,10.4,406,Fresh Meadows,Annual Average 2012,19.78,406,Fresh Meadows,Annual Average 2012,8.63
189095,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),407,Southwest Queens,2012,23,407,Southwest Queens,Annual Average 2012,20.01,407,Southwest Queens,Annual Average 2012,8.32
189097,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),408,Jamaica,2012,19.2,408,Jamaica,Annual Average 2012,19.35,408,Jamaica,Annual Average 2012,8.48
189099,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),409,Southeast Queens,2012,12.1,409,Southeast Queens,Annual Average 2012,17.34,409,Southeast Queens,Annual Average 2012,8.04
189101,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),410,Rockaways,2012,15.3,410,Rockaways,Annual Average 2012,13.12,410,Rockaways,Annual Average 2012,7.36
189103,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),501,Port Richmond,2012,17.1,501,Port Richmond,Annual Average 2012,18.78,501,Port Richmond,Annual Average 2012,8.55
189105,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),502,Stapleton - St. George,2012,13.3,502,Stapleton - St. George,Annual Average 2012,16.01,502,Stapleton - St. George,Annual Average 2012,8.18
189107,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),503,Willowbrook,2012,13.9,503,Willowbrook,Annual Average 2012,15.31,503,Willowbrook,Annual Average 2012,8.52
189109,172,3,125,90,13,Heart Attack Hospitalizations,Age-Adjusted Rate - Adults 35 to 64 Yrs Old,UHF42,Neighborhood (UHF 42),504,South Beach - Tottenville,2012,12,504,South Beach - Tottenville,Annual Average 2012,12.47,504,South Beach - Tottenville,Annual Average 2012,8.28
,,,,,,,,,,,,,,,,,,,,,
NYC Department of Health and Mental Hygiene,,,,,,,,,,,,,,,,,,,,,
Environment & Health Data Portal,,,,,,,,,,,,,,,,,,,,,
Available at: http://nyc.gov/health/tracking Accessed 03/10/2016,,,,,,,,,,,,,,,,,,,,,
